contract_id,invoice_date,worker_id,worker_nationality,worker_profession,client_company,client_sector,region,contract_type,contract_duration_months,purchase_order_amount_sar,worker_salary_sar,operational_cost_sar,net_profit_sar,profit_margin_pct
MP-2024-72835,1/8/2024,W-010354,Pakistani,Warehouse Keeper,SABIC,Petrochemical,Eastern Province,Short-Term,1,7292,3446,1336,2510,34.42
MP-2024-61987,2/9/2024,W-010357,Pakistani,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Annual,12,53556,29184,15744,8628,16.11
MP-2025-51973,27/07/2024,W-010359,Pakistani,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,53496,26712,13056,13728,25.66
MP-2025-29976,19/07/2024,W-010361,Pakistani,Civil Foreman,SABIC,Petrochemical,Eastern Province,Annual,12,124812,70308,14676,39828,31.91
MP-2025-70401,21/06/2024,W-010364,Sudanese,Pipe Fitter,Diriyah Company,Real Estate,Riyadh,Annual,12,90276,48600,13572,638,0.71
MP-2024-97584,19/02/2024,W-010365,Bangladeshi,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,34260,15660,11160,7440,21.72
MP-2025-96413,14/05/2025,W-010366,Indian,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,92844,39540,7956,45348,48.84
MP-2025-33496,19/04/2024,W-010367,Filipino,Scaffolder,ROSHN,Real Estate,Riyadh,Short-Term,3,12594,7122,2790,2682,21.3
MP-2024-39603,3/11/2024,W-010370,Sudanese,Welder,Worley KSA,EPC Contractor,Eastern Province,Annual,12,50280,27012,11196,12072,24.01
MP-2024-32463,25/03/2024,W-010372,Yemeni,Rigger,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,18,151884,67176,14796,69912,46.03
MP-2025-45532,17/02/2024,W-010373,Nepali,Scaffolder,NEOM,Mega Project,Tabuk,Annual,12,65400,27012,7944,30444,46.55
MP-2024-62205,19/03/2024,W-010375,Indian,Scaffolder,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,73080,39060,14604,19416,26.57
MP-2024-75639,20/12/2024,W-010376,Indian,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,76008,34308,16524,25176,33.12
MP-2025-69054,17/05/2025,W-010377,Pakistani,Civil Engineer,Saudi Electricity Co.,Power,Riyadh,Annual,12,185640,123636,16704,45300,24.4
MP-2024-20752,1/10/2024,W-010378,Pakistani,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,36600,18192,16284,2124,5.8
MP-2025-23399,15/05/2024,W-010379,Indian,Mechanical Technician,NEOM,Mega Project,Tabuk,Annual,12,70224,34236,8640,27348,38.94
MP-2025-60493,13/01/2024,W-010381,Bangladeshi,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Annual,12,41676,22752,12492,6432,15.43
MP-2024-28198,2/10/2024,W-010383,Pakistani,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,18399,9816,2517,6066,32.97
MP-2025-87831,23/09/2025,W-010384,Bangladeshi,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,96456,46980,15564,33912,35.16
MP-2025-95332,31/08/2025,W-010385,Pakistani,Safety Officer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,89796,51360,13344,25092,27.94
MP-2025-85481,5/9/2024,W-010387,Pakistani,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,20112,8520,4710,6882,34.22
MP-2024-70505,26/12/2025,W-010388,Bangladeshi,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,36,189504,105912,31572,52020,27.45
MP-2024-65460,21/01/2025,W-010389,Bangladeshi,Safety Officer,NEOM,Mega Project,Tabuk,Annual,12,158976,75516,14460,-16814,-10.58
MP-2024-24335,11/9/2024,W-010392,Nepali,Pipe Fitter,ROSHN,Real Estate,Riyadh,Annual,12,80052,42732,16500,20820,26.01
MP-2025-23886,11/1/2024,W-010393,Pakistani,Instrument Technician,Ma'aden,Mining,Northern Borders,Annual,12,99684,54276,11316,34092,34.2
MP-2024-55215,26/01/2024,W-010395,Indian,Industrial Painter,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,2,8548,4636,2476,1436,16.8
MP-2025-72411,9/4/2024,W-010397,Egyptian,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,5722,2845,732,2145,37.49
MP-2024-77632,27/06/2024,W-010400,Indian,Heavy Equipment Operator,NWC,Water,Riyadh,Short-Term,3,19284,11802,3429,4053,21.02
MP-2024-68926,29/08/2025,W-010402,Bangladeshi,HVAC Technician,SABIC,Petrochemical,Eastern Province,Annual,12,86028,48672,8712,28644,33.3
MP-2024-57945,29/11/2024,W-010403,Bangladeshi,Scaffolder,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,70476,34740,13296,22440,31.84
MP-2025-56135,13/04/2025,W-010406,Indian,Rigger,Royal Commission Yanbu,Industrial,Madinah,Multi-Year,18,108810,60750,14922,33138,30.45
MP-2025-28528,7/6/2025,W-010408,Bangladeshi,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,43038,21888,8400,12750,29.62
MP-2025-47858,23/05/2024,W-010409,Pakistani,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,64320,33828,15132,15360,23.88
MP-2025-63626,2/12/2025,W-010411,Bangladeshi,Helper / Labourer,Ma'aden,Mining,Northern Borders,Short-Term,1,3422,1778,675,969,28.32
MP-2025-32047,13/04/2025,W-010414,Egyptian,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,1,3464,1461,1393,610,17.61
MP-2024-67850,13/07/2025,W-010415,Ethiopian,Welder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,70116,32112,11844,26160,37.31
MP-2024-67549,30/04/2024,W-010416,Indian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,36,96120,50400,28980,16740,17.42
MP-2024-84720,25/12/2024,W-010419,Pakistani,Heavy Equipment Operator,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,73224,39852,15528,17844,24.37
MP-2024-27771,25/02/2025,W-010420,Ethiopian,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,117624,57720,20064,39840,33.87
MP-2025-74154,25/05/2024,W-010423,Nepali,QC Inspector,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,9941,5529,1464,2948,29.65
MP-2025-73968,1/12/2024,W-010426,Indian,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Annual,12,39492,18900,11028,600,1.52
MP-2024-66314,4/8/2024,W-010428,Pakistani,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,42024,19680,10896,11448,27.24
MP-2024-16021,11/4/2024,W-010431,Sudanese,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,314892,133668,34956,146268,46.45
MP-2024-95196,5/11/2024,W-010432,Yemeni,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,62796,27780,13644,1497,2.38
MP-2024-66260,2/11/2025,W-010433,Egyptian,Welder,Ma'aden,Mining,Northern Borders,Short-Term,2,11750,6062,1312,4376,37.24
MP-2024-65353,11/12/2025,W-010434,Bangladeshi,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,105390,43902,13554,47934,45.48
MP-2024-94092,24/11/2025,W-010435,Indian,Heavy Equipment Operator,ROSHN,Real Estate,Riyadh,Short-Term,3,22542,12300,2292,7950,35.27
MP-2025-38474,29/03/2024,W-010436,Indian,Pipe Fitter,Diriyah Company,Real Estate,Riyadh,Annual,12,75564,38076,10032,27456,36.33
MP-2024-82534,7/9/2025,W-010439,Egyptian,Scaffolder,NWC,Water,Riyadh,Short-Term,3,12930,6864,2373,3693,28.56
MP-2024-41370,21/05/2025,W-010441,Indian,Instrument Technician,NEOM,Mega Project,Tabuk,Annual,12,152544,65388,16200,70956,46.52
MP-2025-57895,13/07/2025,W-010444,Indian,Mechanical Technician,Worley KSA,EPC Contractor,Eastern Province,Short-Term,6,30840,17610,4080,761,2.47
MP-2025-92388,30/12/2025,W-010447,Egyptian,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Annual,12,52644,30540,8556,13548,25.74
MP-2024-30365,3/7/2025,W-010449,Bangladeshi,QC Inspector,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,97020,53016,17964,26040,26.84
MP-2024-42044,29/03/2024,W-010451,Indian,Safety Officer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,119364,66924,9888,42552,35.65
MP-2024-31473,23/05/2025,W-010453,Filipino,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Short-Term,2,7762,3500,2400,1862,23.99
MP-2024-53910,15/03/2025,W-010455,Filipino,Scaffolder,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,62172,32340,8304,21528,34.63
MP-2024-58193,10/6/2024,W-010457,Egyptian,Driver (Heavy),Red Sea Global,Tourism Dev,Tabuk,Short-Term,6,29418,13224,3954,601,2.04
MP-2024-33456,6/2/2024,W-010460,Sudanese,HVAC Technician,Red Sea Global,Tourism Dev,Tabuk,Short-Term,2,13808,6698,1706,5404,39.14
MP-2025-25650,29/05/2025,W-010463,Sri Lankan,Pipe Fitter,Royal Commission Yanbu,Industrial,Madinah,Multi-Year,36,168444,90864,31032,46548,27.63
MP-2025-21322,20/07/2025,W-010465,Indian,Scaffolder,NEOM,Mega Project,Tabuk,Short-Term,6,29526,14040,8274,7212,24.43
MP-2024-81638,8/9/2024,W-010466,Indian,Industrial Painter,SABIC,Petrochemical,Eastern Province,Short-Term,1,5282,3041,1143,1098,20.79
MP-2025-23624,29/07/2024,W-010469,Ethiopian,Industrial Painter,Bechtel KSA,EPC Contractor,Tabuk,Multi-Year,24,111456,66096,32184,13176,11.82
MP-2025-58823,14/04/2025,W-010472,Indian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,105894,56646,20646,28602,27.01
MP-2025-44208,18/11/2024,W-010474,Egyptian,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,1,3554,1866,1228,460,12.94
MP-2024-31544,5/4/2025,W-010476,Pakistani,Welder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,69636,35076,15468,19092,27.42
MP-2025-89076,11/2/2024,W-010477,Sudanese,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,18687,10059,2622,6006,32.14
MP-2024-14073,18/02/2025,W-010479,Filipino,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,11242,6038,2472,2732,24.3
MP-2024-62505,16/01/2025,W-010482,Nepali,Rigger,NEOM,Mega Project,Tabuk,Short-Term,1,4442,2335,1327,780,17.56
MP-2024-22055,5/12/2024,W-010483,Indian,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,108696,53316,8064,47316,43.53
MP-2024-56392,7/8/2024,W-010484,Pakistani,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,105180,48408,12288,44484,42.29
MP-2025-17992,30/03/2024,W-010486,Bangladeshi,Industrial Painter,ROSHN,Real Estate,Riyadh,Annual,12,56640,26388,12696,-2221,-3.92
MP-2025-72873,11/7/2025,W-010488,Pakistani,Civil Foreman,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,1,7268,4297,1322,1649,22.69
MP-2024-71824,26/06/2025,W-010490,Egyptian,Document Controller,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,2,14700,8066,2676,395,2.69
MP-2024-85457,1/2/2025,W-010492,Indonesian,Document Controller,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,30660,15336,4005,-2152,-7.02
MP-2024-83807,11/7/2024,W-010494,Filipino,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,35868,16764,3906,15198,42.37
MP-2024-27103,14/12/2024,W-010497,Indian,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Short-Term,2,7852,3304,2462,2086,26.57
MP-2025-19506,17/01/2025,W-010500,Indonesian,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,14418,6142,1956,6320,43.83
MP-2025-95089,20/11/2024,W-010501,Egyptian,Heavy Equipment Operator,Petro Rabigh,Petrochemical,Makkah,Annual,12,82500,41304,15132,26064,31.59
MP-2025-26691,30/06/2024,W-010504,Indian,HVAC Technician,NEOM,Mega Project,Tabuk,Multi-Year,18,107082,52704,22626,31752,29.65
MP-2024-75035,24/05/2024,W-010506,Egyptian,Scaffolder,Worley KSA,EPC Contractor,Eastern Province,Short-Term,1,6345,3150,1197,1998,31.49
MP-2024-44761,2/8/2024,W-010507,Nepali,Electrician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,60552,32292,11580,16680,27.55
MP-2025-74629,22/01/2025,W-010509,Filipino,Welder,Ma'aden,Mining,Northern Borders,Multi-Year,24,101424,59040,30816,11568,11.41
MP-2025-44226,17/04/2024,W-010510,Pakistani,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,6598,2673,1320,2605,39.48
MP-2025-95673,17/06/2024,W-010513,Yemeni,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,13526,6274,2688,4564,33.74
MP-2025-48980,31/08/2024,W-010514,Indian,Civil Foreman,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,3,16890,10530,3804,2556,15.13
MP-2025-36171,9/4/2024,W-010515,Indian,Rigger,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,62052,29820,12036,20196,32.55
MP-2025-21945,19/10/2025,W-010518,Bangladeshi,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,4256,2216,820,1220,28.67
MP-2024-29808,14/12/2025,W-010521,Indian,Rigger,Royal Commission Yanbu,Industrial,Madinah,Annual,12,73380,42120,8352,22908,31.22
MP-2025-80190,4/12/2025,W-010523,Filipino,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,66192,38352,12936,14904,22.52
MP-2024-25765,4/4/2025,W-010524,Indonesian,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Short-Term,1,7239,3162,977,3100,42.82
MP-2024-87994,21/09/2024,W-010526,Sri Lankan,Warehouse Keeper,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,71016,35472,10284,25260,35.57
MP-2024-91665,24/08/2025,W-010529,Sudanese,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,92280,37584,8700,45996,49.84
MP-2024-47498,2/7/2025,W-010531,Yemeni,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,57792,31944,11424,14424,24.96
MP-2025-15083,9/2/2025,W-010533,Nepali,Welder,Ma'aden,Mining,Northern Borders,Short-Term,3,14460,6696,2631,5133,35.5
MP-2025-99764,10/4/2024,W-010534,Indian,Site Supervisor,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,279984,160464,21504,98016,35.01
MP-2025-73499,12/6/2025,W-010536,Sudanese,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,54102,24768,6258,23076,42.65
MP-2024-35265,24/07/2024,W-010537,Pakistani,Mechanical Technician,Marafiq,Utilities,Eastern Province,Annual,12,80244,40176,12348,27720,34.54
MP-2024-99282,1/2/2024,W-010538,Pakistani,Safety Officer,SABIC,Petrochemical,Eastern Province,Multi-Year,24,221592,113496,25320,82776,37.36
MP-2024-47364,29/01/2024,W-010540,Indian,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,7360,3376,1704,2280,30.98
MP-2024-99417,10/1/2024,W-010542,Sri Lankan,Rigger,ROSHN,Real Estate,Riyadh,Short-Term,3,20313,9819,3555,6939,34.16
MP-2025-65549,20/01/2025,W-010544,Bangladeshi,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,70968,34476,7872,28620,40.33
MP-2025-83591,24/10/2025,W-010547,Filipino,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,26763,11451,2538,12774,47.73
MP-2025-34688,2/6/2024,W-010550,Egyptian,Driver (Heavy),Royal Commission Yanbu,Industrial,Madinah,Multi-Year,36,225144,112500,42876,69768,30.99
MP-2025-44003,4/3/2025,W-010552,Bangladeshi,Welder,Diriyah Company,Real Estate,Riyadh,Annual,12,59748,30048,9804,19896,33.3
MP-2025-98063,2/1/2025,W-010555,Pakistani,Pipe Fitter,Red Sea Global,Tourism Dev,Tabuk,Annual,12,69024,35148,14472,19404,28.11
MP-2024-99091,9/12/2024,W-010558,Indian,Electrician,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,3,19374,9918,2994,6462,33.35
MP-2024-93151,20/08/2025,W-010561,Indonesian,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,81840,43056,10488,2500,3.05
MP-2024-36253,16/12/2024,W-010563,Ethiopian,Driver (Heavy),Worley KSA,EPC Contractor,Eastern Province,Short-Term,2,12566,6582,2246,3738,29.75
MP-2024-10617,7/4/2025,W-010565,Indian,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,1,3159,1378,972,809,25.61
MP-2025-60242,5/1/2024,W-010566,Filipino,Helper / Labourer,NWC,Water,Riyadh,Multi-Year,24,51984,31464,28800,-8280,-15.93
MP-2025-50906,12/5/2024,W-010567,Bangladeshi,Civil Foreman,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,271416,140904,24960,105552,38.89
MP-2025-27536,16/12/2024,W-010569,Pakistani,Pipe Fitter,NWC,Water,Riyadh,Multi-Year,36,145656,87624,50004,8028,5.51
MP-2024-87292,31/05/2025,W-010570,Indian,HVAC Technician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,90564,45036,13404,32124,35.47
MP-2024-96765,20/04/2024,W-010573,Sudanese,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,57348,28776,14112,14460,25.21
MP-2024-49467,6/3/2025,W-010576,Indian,Instrument Technician,ROSHN,Real Estate,Riyadh,Annual,12,95136,49956,12408,32772,34.45
MP-2025-24943,18/04/2024,W-010578,Indian,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Annual,12,70620,33156,10464,-4030,-5.71
MP-2024-73001,4/12/2024,W-010579,Indian,Rigger,Marafiq,Utilities,Eastern Province,Multi-Year,36,152064,91404,37224,23436,15.41
MP-2024-43540,21/10/2025,W-010580,Bangladeshi,Site Supervisor,SABIC,Petrochemical,Eastern Province,Short-Term,2,27890,14244,2300,11346,40.68
MP-2025-25191,7/4/2024,W-010581,Indian,Pipe Fitter,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,22893,12357,3600,6936,30.3
MP-2025-33969,26/04/2024,W-010583,Bangladeshi,Mechanical Technician,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,84684,45072,15780,23832,28.14
MP-2024-17686,12/6/2024,W-010584,Bangladeshi,Civil Foreman,Royal Commission Yanbu,Industrial,Madinah,Annual,12,79032,47436,11028,-3844,-4.86
MP-2024-73318,14/05/2025,W-010585,Yemeni,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,77628,33900,12528,31200,40.19
MP-2024-97797,12/12/2024,W-010588,Filipino,HVAC Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,73584,36564,13884,23136,31.44
MP-2024-11526,20/10/2025,W-010589,Bangladeshi,Mechanical Technician,Ma'aden,Mining,Northern Borders,Short-Term,3,18942,10323,2577,6042,31.9
MP-2025-62858,28/08/2024,W-010590,Bangladeshi,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Multi-Year,36,126072,53640,43524,-3778,-3
MP-2024-83024,16/07/2025,W-010591,Sudanese,Helper / Labourer,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,45924,22008,13692,10224,22.26
MP-2025-57624,25/02/2024,W-010592,Yemeni,Electrician,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,87264,47544,11868,27852,31.92
MP-2024-10287,15/12/2024,W-010594,Sudanese,Site Supervisor,SABIC,Petrochemical,Eastern Province,Annual,12,130164,79272,11592,39300,30.19
MP-2025-24019,17/09/2024,W-010597,Indian,Welder,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,2,11634,6694,1922,3018,25.94
MP-2024-69048,13/04/2025,W-010600,Filipino,Instrument Technician,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,1,7958,4472,1089,2397,30.12
MP-2024-85832,26/06/2024,W-010603,Sudanese,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,72924,32580,11568,28776,39.46
MP-2024-45860,11/2/2025,W-010605,Saudi,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,170232,85644,4944,79644,46.79
MP-2024-36330,2/8/2024,W-010608,Egyptian,Rigger,Marafiq,Utilities,Eastern Province,Short-Term,2,12480,6212,1784,4484,35.93
MP-2025-83699,6/5/2025,W-010611,Filipino,Rigger,Saudi Electricity Co.,Power,Riyadh,Annual,12,78432,43752,15420,19260,24.56
MP-2024-13312,25/01/2025,W-010612,Indian,Welder,SABIC,Petrochemical,Eastern Province,Annual,12,97680,45288,9120,3581,3.67
MP-2024-80932,3/2/2024,W-010614,Sudanese,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,90960,43008,12852,35100,38.59
MP-2025-97096,18/02/2024,W-010616,Bangladeshi,Site Supervisor,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,6,50220,27966,6018,16236,32.33
MP-2025-39563,10/10/2025,W-010619,Egyptian,Industrial Painter,NEOM,Mega Project,Tabuk,Annual,12,61056,25632,9540,25884,42.39
MP-2024-34507,26/06/2024,W-010622,Bangladeshi,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Annual,12,49236,24672,10092,14472,29.39
MP-2024-15235,6/6/2024,W-010624,Filipino,Helper / Labourer,ROSHN,Real Estate,Riyadh,Multi-Year,24,76272,38256,22056,15960,20.93
MP-2025-78864,13/08/2024,W-010625,Filipino,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,40608,18504,15756,6348,15.63
MP-2025-57290,27/10/2024,W-010626,Indonesian,QC Inspector,Ma'aden,Mining,Northern Borders,Annual,12,145248,80184,11040,54024,37.19
MP-2024-94182,20/09/2025,W-010629,Pakistani,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,72588,41688,10104,20796,28.65
MP-2024-77746,18/01/2025,W-010632,Sudanese,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,154656,82584,17328,54744,35.4
MP-2024-92173,8/3/2024,W-010633,Nepali,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Annual,12,34824,16344,14124,4356,12.51
MP-2025-94746,14/03/2024,W-010636,Nepali,Welder,Diriyah Company,Real Estate,Riyadh,Short-Term,1,4635,2287,1069,1279,27.59
MP-2024-43901,21/02/2025,W-010638,Bangladeshi,Industrial Painter,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,41880,24504,14280,247,0.59
MP-2024-19514,1/1/2025,W-010641,Indian,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,10815,4587,2019,4209,38.92
MP-2024-27875,4/2/2025,W-010644,Pakistani,QC Inspector,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,24,282456,176616,39192,66648,23.6
MP-2024-10659,9/8/2025,W-010647,Bangladeshi,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,22044,9543,3867,8634,39.17
MP-2024-38939,23/09/2025,W-010649,Indian,Pipe Fitter,Royal Commission Yanbu,Industrial,Madinah,Multi-Year,36,211464,128160,41544,41760,19.75
MP-2024-86099,13/05/2025,W-010651,Pakistani,Rigger,SABIC,Petrochemical,Eastern Province,Short-Term,1,7225,3740,988,2497,34.56
MP-2025-86568,5/6/2024,W-010654,Filipino,Helper / Labourer,NWC,Water,Riyadh,Short-Term,3,7746,4344,3615,-213,-2.75
MP-2025-27603,26/11/2025,W-010657,Pakistani,Mechanical Technician,Saudi Electricity Co.,Power,Riyadh,Annual,12,76032,45288,13608,17136,22.54
MP-2025-28350,5/7/2025,W-010658,Pakistani,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,7588,3389,1259,2940,38.75
